Account Name,Billing Address Line 1,Billing Zip/Postal Code,SIC Industry,SIC Code: SIC Code
CITY WYE'D ELECTRIC LTD,PR HALF MOON BAY PUBLIC * 3525 RIVER RUN AVE,K2J6E2,LARGE CONTRACTOR (1737 SERIES),CLC
AC EL SERVICE 1561978 ON INC,PR SEMEX EASTERN BREEDERS * 595 COUNTY RD 44,K0G1J0,SMALL CONTRACTOR (1733 SERIES),CSC
OLRT CONSTRUCTORS,A/S SNC LAVALIN (PACIFIC) INC 300-1600 CARLING AVENUE,K1Z1G3,LARGE CONTRACTOR (1737 SERIES),CLC
LAMARCHE ELECTRIQUE QC INC,700-35 RUE DE VILLEBOIS,J8T8J7,LARGE CONTRACTOR (1737 SERIES),CLC
CITY WYE'D ELECTRIC LTD,PR CANADIAN TIRE ARNPRIOR * 245 DANIEL ST O,K7S3K5,LARGE CONTRACTOR (1737 SERIES),CLC
GARRY MCDOUGALL ELECTRIC INC,489 WILLIAM ST *,K0C1A0,MEDIUM CONTRACTOR (1735 SERIES),CMC
CITY WYE'D ELECTRIC LTD,"PR TRIM ROAD YARDS *,2035 TRIM RD",K4A3R2,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT EL DONALD SERVANT (QC)LTEE,PR PLACE DU PORTAGE * 140 PROM DU PORTAGE,K1A0M3,LARGE CONTRACTOR (1737 SERIES),CLC
TOBAN ELECTRIC INC,PR TERRASSES FRANCESCA * 1425 VANIER PKWY,K1K3W6,LARGE CONTRACTOR (1737 SERIES),CLC
THE PLAN GROUP (ELECTRICAL),"PR DCC INTERGRAT HEALTH CARE *,101 MENIN RD",K8H3S0,LARGE CONTRACTOR (1737 SERIES),CLC
CITY WYE'D ELECTRIC LTD,PR TANGER OUTLETS PH II * 8555 CAMPEAU DR,K2T0K5,LARGE CONTRACTOR (1737 SERIES),CLC
NUGENT CONSTRUCTION INC,3270 HWY 148,J0X2G0,MEDIUM CONTRACTOR (1735 SERIES),CMC
CITY WYE D ELECTRIC LTD,PR RIDEAU HEIGHTS COMM CTRE * 85 MCCAULEY ST,K7K2V8,MEDIUM CONTRACTOR (1735 SERIES),CMC
MODERN NIAGARA OTTAWA,85 DENZIL DOYLE COURT,K2M2G8,LARGE CONTRACTOR (1737 SERIES),CLC
C & M ELECTRIC,PR BAYVIEW OLRT STATION * 7 BAYVIEW ROAD,K1Y2C5,LARGE CONTRACTOR (1737 SERIES),CLC
CITY WYE'D ELECTRIC LTD,PR CANTEBURY COVERED RINK * 2185 ARCH ST,K1G2H5,MEDIUM CONTRACTOR (1735 SERIES),CMC
DRAGADOS CANADA INC,212-150 ISABELLA STREET,K1S1V7,GENERAL CONTRACTORS,CGC
CITY WYE D ELECTRIC LTD,PR OTTAWA TECHNICAL SCHOOL * 485 DONALD ST,K1K1L8,MEDIUM CONTRACTOR (1735 SERIES),CMC
CITY WYE'D ELECTRIC LTD,PR HELLO ST LAWRENCE COLLEGE * 100 PORTSMOUTH AVE,K7L5A6,MEDIUM CONTRACTOR (1735 SERIES),CMC
ALLIANCE ENGINEERING &,CONSTRUCTION LIMITED 348 PATRICIA AVE,K1Z6G6,LARGE CONTRACTOR (1737 SERIES),CLC
WIRED SYNERGY INC,PR NATIONAL ARTS CENTER * 1 ELGIN STREET,K1P5W1,LARGE CONTRACTOR (1737 SERIES),CLC
JIM WHYTE ELECTRIC,"RR 5 LOT 4 CONC 10,",K7V3Z8,SMALL CONTRACTOR (1733 SERIES),CSC
AU COIN'S ELECTRIC,632 POPLAR WAY,K0J1H0,SMALL CONTRACTOR (1733 SERIES),CSC
WELLINGTON ELECTRIC LTD,PO BOX 2033 STN D,K1P5W3,SMALL CONTRACTOR (1733 SERIES),CSC
B R PRETTY SERVICES LTD,(BARRY'S ELECTRIC) 181 CHARLES STREET,K7S3V5,SMALL CONTRACTOR (1733 SERIES),CSC
WATSON ELECTRICAL (OTTAWA) LTD,54 NIGHTHAWK CRESCENT,K2M2X6,SMALL CONTRACTOR (1733 SERIES),CSC
GANNON & BLACKBURN ELECT INC,25-2000 THURSTON DR,K1G4K7,LARGE CONTRACTOR (1737 SERIES),CLC
BRINKWORTH ELECTRIC,* 480B MCCARTNEY RD,K7S0B6,MEDIUM CONTRACTOR (1735 SERIES),CMC
EADY ELECTRIC,* 83 LORNE STREET NORTH,K7V1K8,SMALL CONTRACTOR (1733 SERIES),CSC
INST ELECT DU PONTIAC INC,131 RUE VICTORIA,J0X2Y0,SMALL CONTRACTOR (1733 SERIES),CSC
WELK ELECTRIC LTD,9 BOLAND ST PO BOX 17,K0J2A0,SMALL CONTRACTOR (1733 SERIES),CSC
DONALD HODGINS INC,104 CALUMET,J0X2Y0,SMALL CONTRACTOR (1733 SERIES),CSC
BRADMOORE ELECTRIC CO LTD,2625 SHEA ROAD,K2S1B8,LARGE CONTRACTOR (1737 SERIES),CLC
WEST CARLETON ELECTRIC LTD,120 CREEKSIDE DR RR 2,K0A3M0,SMALL CONTRACTOR (1733 SERIES),CSC
SIMPSON ELECTRIC LTD,PO BOX 127,K4B1J4,LARGE CONTRACTOR (1737 SERIES),CLC
R C YANTHA ELECTRIC LTD,1319 YANTHA DRIVE,K0J2J0,SMALL CONTRACTOR (1733 SERIES),CSC
MEDHEM ELECTRIC INC,18 REGIMENT ROAD,K0G1J0,SMALL CONTRACTOR (1733 SERIES),CSC
KROON ENTERPRISES LIMITED,2-5509 CANOTEK RD,K1J9J8,LARGE CONTRACTOR (1737 SERIES),CLC
RENFREW POWER GENERATION INC,32 BRIDGE AVE WEST,K7V3R2,UTILITIES (4811 & 491 SERIES),MUT
K W ELECTRIC,1451548 ONTARIO LIMITED 820 IVANHOE AVE,K2B5S3,SMALL CONTRACTOR (1733 SERIES),CSC
PETAWAWA ELECTRIC LTD,516 BLACK BAY ROAD,K8H2W8,MEDIUM CONTRACTOR (1735 SERIES),CMC
ECONOMY ELECTRIC INC,6979 DALMENEY RD RR 2,K0A2W0,MEDIUM CONTRACTOR (1735 SERIES),CMC
B J KANE ELECTRIC LTD,7 WELLFLEET CRESCENT,K2J2X7,MEDIUM CONTRACTOR (1735 SERIES),CMC
THOMPSON ELECTRIC,DIV OF 1039776 ONTARIO LTD 1758 SAUNDERSON DRIVE,K1G2B8,MEDIUM CONTRACTOR (1735 SERIES),CMC
CSSS DU PONTIAC,160 CH DE LA CHUTE CP 430,J0X1V0,HOSPITALS & HEALTH CARE (8062-8069),MHC
FISHER ELECTRIC,3215 YORKS CORNER,K0A2G0,MEDIUM CONTRACTOR (1735 SERIES),CMC
WESTBORO UTILITIES LTD,1168701 ONTARIO INC 2474 LEITRIM RD,K1T3V3,UTILITIES (4811 & 491 SERIES),MUT
HUNT ELECTRIC/1172266 ONT INC,5421 CARP ROAD RR 2,K0A2H0,SMALL CONTRACTOR (1733 SERIES),CSC
THYSSENKRUPP ELEVATOR CA LTD,1151 PARISIEN ST,K1B4W4,BUSINESS AND MAINTENANCE (7300 SERIES),MMB
GREELY CONSTRUCTION INC,5689 POWER ROAD,K1G3N4,UTILITY CONTRACTORS,CUC
RICHARD SALTER ELECTRIC LTD,819 CONTOUR STREET,K1W0G6,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
PORTT ELECTRIC LTD,977 RAMSAY CONCESSION 12 RR 4,K0A1A0,ALARM & SECURITY INSTALLERS 17310001,CAS
BOSS ELECTRIC,137018 CANADA LTD 4549 SOUTHCLARK PLACE,K1T3V2,SMALL CONTRACTOR (1733 SERIES),CSC
R&R ELECTRIC,1427546 ONTARIO LTD * 43A GARDEN OF EDEN RD,K7V3Z8,LARGE CONTRACTOR (1737 SERIES),CLC
INDUSTRIAL ELECTRICAL &,MECHANICAL INC (IEMI) * 2518 RIDEAU FERRY RD,K7H3C7,LARGE CONTRACTOR (1737 SERIES),CLC
FRANK'S ELECTRIC,1342826 ONTARIO LTD 18 GARWIN ST,K8A7L4,SMALL CONTRACTOR (1733 SERIES),CSC
PRUBANT ELECT CONTRACTING LTD,11 DEER MOSS TRAIL,K2S1C9,MEDIUM CONTRACTOR (1735 SERIES),CMC
VALLEY AUTOMATION & CONTROL,* 281 MASK ROAD,K7V4H2,BUSINESS AND MAINTENANCE (7300 SERIES),MMB
CHAMBER'S ELECTRICAL SERVICES,2765 ROGER STEVENS DR RR 2,K0A2T0,SMALL CONTRACTOR (1733 SERIES),CSC
PHILLIPS ELECTRIC,* 48 VAILE RD,K7B3Z7,MEDIUM CONTRACTOR (1735 SERIES),CMC
QUALITY MANUFACTURING,"1197727 ONTARIO INC,10 ALLISON AVE",K0C1X0,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
RENFREW HYDRO ELECT COMMISSION,",29 BRIDGE AVE W",K7V3R3,UTILITIES (4811 & 491 SERIES),MUT
BILL FISHER ELECTRIC,158 EWART AVE RR 6,K7H3C8,SMALL CONTRACTOR (1733 SERIES),CSC
JESTEK ELECTRIC LTD,145 CARDEVCO RD,K0A1L0,MEDIUM CONTRACTOR (1735 SERIES),CMC
KANATA ELECTRIC,871480 ONTARIO LTD PO BOX 13566,K2K1X6,MEDIUM CONTRACTOR (1735 SERIES),CMC
BCM ELECTRICAL SERVICES INC,1835 O'TOOLE RD,K4C1N2,MEDIUM CONTRACTOR (1735 SERIES),CMC
DUAL ELECTRIC & COMMUNICATION,RR 1 384,K7C3P1,SMALL CONTRACTOR (1733 SERIES),CSC
BROWNING ELECTRIC,106 SCOUT ST,K2C4C9,SMALL CONTRACTOR (1733 SERIES),CSC
CLARKE ELECTRIC & NETWORK CO,841119 ONTARIO LTD * 53 JAMES STREET UNIT 3,K7S1C9,SMALL CONTRACTOR (1733 SERIES),CSC
COMPLETE SYSTEMS INSTALLATION,106D MCGONIGAL ST W,K7S1M4,SMALL CONTRACTOR (1733 SERIES),CSC
E N H ELECTRIC LTD,109-20 BEXLEY PLACE,K2H8W2,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENERTEL ELECTRIC LTD,1309 PEBBLE RD,K1V7R9,SMALL CONTRACTOR (1733 SERIES),CSC
RING ELECTRIC INC,23-27 NORTHSIDE RD,K2H8S1,SMALL CONTRACTOR (1733 SERIES),CSC
ENERTRON ELECTRIC,1239316 ONTARIO LTD 149 IBER RD,K2S1E7,SMALL CONTRACTOR (1733 SERIES),CSC
S E C WALTHAM ENERGIE,480 BOUL DE LA CITE,J8T8R3,UTILITIES (4811 & 491 SERIES),MUT
POWER ONE ELECTRIC,* 6563 LEWIS WAY,K4M1B3,SMALL CONTRACTOR (1733 SERIES),CSC
ADAM MAC ARTHUR ELECT CONT LTD,1377 SUTHERLAND DR RR 2,K4M1B3,SMALL CONTRACTOR (1733 SERIES),CSC
ARC ELECTRICAL,663 KOCHAR DR,K2C4H2,SMALL CONTRACTOR (1733 SERIES),CSC
SAFFCO ELECT HEATING & PLUMB,647514 ONTARIO INC 11958 ROUND LAKE RD,K8A0K8,PLUMBING & MECHANICAL CONTRACTORS,CCH
MC QUILLAN ELECTRIC,"1716698 ONTARIO INC,3560 ASHTON STN RD",K0A1B0,SMALL CONTRACTOR (1733 SERIES),CSC
1 LAD ELECTRIC,23 NOTTINGHAM CT,K2J4P4,SMALL CONTRACTOR (1733 SERIES),CSC
ARDOCH ELECTRIC INC,163 OSPREY CRES,K2M2Z7,MEDIUM CONTRACTOR (1735 SERIES),CMC
YEMEN ELECTRIC,499-A O'BRIEN RD,K7V3Z2,SMALL CONTRACTOR (1733 SERIES),CSC
S NIELSEN ELECTRIC,141 HIDDEN LAKE CR,K0A1L0,RESIDENTIAL CONTRACTOR,CRC
TYVS ELECTRIC INC,105 LOCHARRON CRES RR 3,K0A1L0,MEDIUM CONTRACTOR (1735 SERIES),CMC
HURRICANE ELECTRIC LTD,28 BUTTERWICK ST,K0A3P0,MEDIUM CONTRACTOR (1735 SERIES),CMC
DIAMONDVIEW ELECTRIC INC,1513A WHELAN ROAD,K7Y3Z7,MEDIUM CONTRACTOR (1735 SERIES),CMC
PEMBROKE REGIONAL HOSPITAL,705 MACKAY ST,K8A1G8,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
B A MUNRO ELECT CONTRACTOR,1239209 ONTARIO LTD 354 CAMELON RD,K0A1A0,MEDIUM CONTRACTOR (1735 SERIES),CMC
CITY OF PEMBROKE,1 PEMBROKE ST EAST,K8A3J5,MUNICIPAL GOVERNMENT & AGENCIES,MMGA
RENFREW HYDRO INC,29 RUE BRIDGE,K7V3R3,UTILITIES (4811 & 491 SERIES),MUT
SMR ELECTRIC INC,5796 MARTIN ST N RR 3,K0A1A0,MEDIUM CONTRACTOR (1735 SERIES),CMC
PANKE ELECTRIC LTD,118 INDUSTRIAL AVE,K8H2W8,MEDIUM CONTRACTOR (1735 SERIES),CMC
SHOULDICE MECHANICAL INC,2739 CARP RD RR 2,K0A1L0,PLUMBING & MECHANICAL CONTRACTORS,CCH
ALGUIRE ELECTRIC,234 WEST VILLAGE PRIVATE,K1Z1E4,SMALL CONTRACTOR (1733 SERIES),CSC
BLUMETRIC ENVIRONMENTAL INC,* 2378 HOLLY LANE,K1V7P1,PANEL BUILDERS (3400 SERIES),IPP
BELLEEK ELECTRIC,BOX 502,P0K1N0,MEDIUM CONTRACTOR (1735 SERIES),CMC
ANTRIM TRUCK CENTER LTD,580 WHITE LAKE RD,K7S3G9,TRANSP AND DISTRIBUTION 4011-4619 SERIES,ITD
P E C ELECTRICAL SERVICES INC,10 PALOMINO DR,K2M1L8,MEDIUM CONTRACTOR (1735 SERIES),CMC
H&R ELECT 1427258 ONTARIO INC,******CASH SALES*********** 2350 STEVENAGE DR,K1G3W3,MEDIUM CONTRACTOR (1735 SERIES),CMC
PROEDGE ELECTRIC,48 WEST BROOK ST,K8A6W8,MEDIUM CONTRACTOR (1735 SERIES),CMC
J R W E C LTD,JR WILLIS ELEC CONTRACTING LTD 1020 ALLEN RD,K0A2W0,MEDIUM CONTRACTOR (1735 SERIES),CMC
IRETON ELECTRIC,1325 DRUMMOND SCHOOL RD RR 6,K7H3C8,MEDIUM CONTRACTOR (1735 SERIES),CMC
SML ELECTRIC INC,2591 OLD MONTREAL RD,K4C1A2,SMALL CONTRACTOR (1733 SERIES),CSC
GILLCO ELECTRIC,285 WADE AVE,K7V2N5,MEDIUM CONTRACTOR (1735 SERIES),CMC
CORP OF THE TOWN OF DEEP RIVER,100 DEEP RIVER ROAD P.O. BOX 400,K0J1P0,MUNICIPAL GOVERNMENT & AGENCIES,MMGA
382188 ONTARIO LTD,BOYD BROS CONCRETE 5450 CUDDY ST,K0A2W0,MEDIUM CONTRACTOR (1735 SERIES),CMC
CBRE LIMITED,* 2000 INNOVATION DR,K2K3E8,DEVELOPERS AND BUILDERS,CDB
PEMBROKE MDF INC,777 FIBREBOARD DR,K8A6W4,OTHER INDUSTRIAL PLANTS (3200 & 3300),IIP
DILFO MECHANICAL LTD,1481 CYRVILLE RD,K1B3L7,PLUMBING & MECHANICAL CONTRACTORS,CCH
HRS ELECTRIC INC,43 MOORE ST,K0A2Z0,MEDIUM CONTRACTOR (1735 SERIES),CMC
DRAKE ELECTRIC LTD,145 CARDEVCO RD,K0A1L0,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENSYN TECHNOLOGIES INC,210-2 GURDWARA RD,K2E1A2,PETRO CHEMICALS (2800 SERIES),IPC
MARK NELSON ENTREPRISES LTD,NELSON WATER SYSTEMS 248 WESTBROOK RD,K0A1L0,MEDIUM CONTRACTOR (1735 SERIES),CMC
AT ELECTRIC,2436149 ONTARIO INC 309 TAIT MCKENZIE DRIVE,K0A1A0,MEDIUM CONTRACTOR (1735 SERIES),CMC
RENFREW COUNTY DISTRICT,SCHOOL BOARD 1270 PEMBROKE STREET WEST,K8A4G4,SCHOOLS/UNIVERSITIES/CHURCHES 8200-8922,MSU
INTEGRIS ELECTRICAL INC,750 BAYVIEW DRIVE,K0A3M0,MEDIUM CONTRACTOR (1735 SERIES),CMC
JMH ELECTRIC,718 BURCHAT RD,K0J1X0,MEDIUM CONTRACTOR (1735 SERIES),CMC
7111142 CANADA INC,MIDLAND ELECTRIC 251 EBERT ROAD,K7H3C3,MEDIUM CONTRACTOR (1735 SERIES),CMC
TRI-WAVE ELECTRIC LTD,*******CASH SALE ONLY********* 22 OAKFERN CRES,K2S1E5,MEDIUM CONTRACTOR (1735 SERIES),CMC
PARKSIDE ELECTRIC,1773835 ONTARIO INC 991 WESTMEATH ROAD,K8A6W2,MEDIUM CONTRACTOR (1735 SERIES),CMC
SITEWISE ELECTRIC LTD,110 JACK LOUGHEED WAY,K0A1X0,MEDIUM CONTRACTOR (1735 SERIES),CMC
COUNTY OF RENFREW,9 INTERNATIONAL DRIVE,K8A6W5,MUNICIPAL GOVERNMENT & AGENCIES,MMGA
GEDAWIN NOVO CONTROLS INC,418 GALBRAITH RD,K0A1P0,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
T G CARROLL CARTAGE LTD,2054 CARP ROAD,K0A1L0,BUSINESS AND MAINTENANCE (7300 SERIES),MMB
SPLASH POOLS & SPAS INC,1143 TIGHE PO BOX 212,K4M1A3,SMALL CONTRACTOR (1733 SERIES),CSC
W O STINSON & SON LTD,7 VANJUMAR DRIVE *,K7S3G8,MEDIUM CONTRACTOR (1735 SERIES),CMC
HPS ELECTRICAL SOLUTIONS INC,2669 GLEN ST,K0A2P0,MEDIUM CONTRACTOR (1735 SERIES),CMC
HYDRO PONTIAC INC,"15 RUE HYDRO , CP 159 *",J0X3H0,UTILITIES (4811 & 491 SERIES),MUT
VOYAGE ELECTRIC LTD,5 CONE TERRACE,K0A2Z0,MEDIUM CONTRACTOR (1735 SERIES),CMC
RIVERMOUNT INVESTMENTS INC,MANNION PETROLEUM 2596 CARP RD,K0A1L0,HVAC CONTRACTORS,CHVAC
ALMONTE GENERAL HOSPITAL,75 SPRING STREET,K0A1A0,HOSPITALS & HEALTH CARE (8062-8069),MHC
SSI MICRO LTD,* 230 HERZBERG ROAD,K2K2A1,LARGE CONTRACTOR (1737 SERIES),CLC
WESLEY CLOVER INTL CORP,"300-555 LEGGET DR, TW B",K2K2X3,PROPERTY MANAGEMENT,CPM
QUINN ELECTRIC CONTRACTING INC,4538 HIGH ROOD,K1X1B3,MEDIUM CONTRACTOR (1735 SERIES),CMC
LOUIS W BRAY CONSTRUCTION LTD,17460 CAMERON ROAD,K0C2A0,LARGE CONTRACTOR (1737 SERIES),CLC
OTTAWA RIVER POWER CORP,28 MILL STREET,K0A1A0,UTILITIES (4811 & 491 SERIES),MUT
PARKWAY LANDSCAPING,595997 ONTARION INC 863 EXCURSION WAY,K2J6E3,MEDIUM CONTRACTOR (1735 SERIES),CMC
ADAM KITTLE ENTERPRISES LTD,********CASH SALE ONLY******** 6803 FERNBANK ROAD,K2S1B6,MEDIUM CONTRACTOR (1735 SERIES),CMC
OTTAWA GREENBELT CONSTRUCTION,COMPANY LIMITED 5151 ALBION RD,K1X0A5,MEDIUM CONTRACTOR (1735 SERIES),CMC
ALLARD FIRE PROTECTION INC,"22 ANTARES, UNIT J",K2E7Z6,MEDIUM CONTRACTOR (1735 SERIES),CMC
ROCK ELECTRICAL INC,*******CASH SALE ONLY********* 1195 EBBS BAY RD,K7C0C5,MEDIUM CONTRACTOR (1735 SERIES),CMC
PROSPECT BUILDERS LTD,620 PINESTRAND CRESCENT,K0A2Z0,DEVELOPERS AND BUILDERS,CDB
ALLTRADE IND CONTRACTORS INC,1477 BISHOP ST N,N1R7J4,MEDIUM CONTRACTOR (1735 SERIES),CMC
BTLF CUSTOM SERVICES,1101214 ONTARIO INC 3075 CARP ROAD,K0A1L0,RETAIL/DIY (5200-5999 SERIES),RRD
BERGERON ELECTRIC LIMITED,7 ALBERT ST,K6H4E7,MEDIUM CONTRACTOR (1735 SERIES),CMC
GRENIER ELECTRIC,471 PENESHULA RD,K0A3L0,MEDIUM CONTRACTOR (1735 SERIES),CMC
DOUGHERTY ELECTRIC,598 MCLEOD RD,K0A3L0,MEDIUM CONTRACTOR (1735 SERIES),CMC
MC DOUGALL ELECTRIC,"*********CASH SALE ONLY******* 20272 CON 5, RR #4",K0C1A0,MEDIUM CONTRACTOR (1735 SERIES),CMC
JAFCO ELECTRIC,*********CASH SALE ONLY******* 1742 LAXTON CRES,K2C2N3,MEDIUM CONTRACTOR (1735 SERIES),CMC
LIT ELECTRIC INC,3926-B OLD RICHMOND RD,K2H5C6,MEDIUM CONTRACTOR (1735 SERIES),CMC
REYNOLDS ELECTRIC,2 HICKORY DR,K0G1J0,MEDIUM CONTRACTOR (1735 SERIES),CMC
ASTRAL POWER SOLUTIONS INC,*******CASH SALE ONLY********* 1645 BAY LAKE ROAD,K0L1C0,MEDIUM CONTRACTOR (1735 SERIES),CMC
CROZIER ELECTRIC LTD *,",RR 3",K7V3Z6,LARGE CONTRACTOR (1737 SERIES),CLC
BROWN ELECTRIC,",439 BERTS RD",K0J1Y0,MEDIUM CONTRACTOR (1735 SERIES),CMC
TRIPLE MS CONSULTING,"(1126556 ONT INC),RR 1",K0H1G0,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
HERRICK ELECTRIC,(GROUPECHO 5/08) 1242 ROBERTSON LINE RD RR#3,K7S3G9,SMALL CONTRACTOR (1733 SERIES),CSC
BERCIER G ELECTRIC INC,",4598 CON 17",K0C2B0,SMALL CONTRACTOR (1733 SERIES),CSC
MANZOLI ELECTRIC,3471 WYMAN CR,K1V0P3,RESIDENTIAL CONTRACTOR,CRC
COUNTRYMAN ELECTRIC LTD,RR 1 13592 HWY 43,K0C1H0,MEDIUM CONTRACTOR (1735 SERIES),CMC
MOFFATT ELECTRIC,",1876 MAIN STREET",K2S1B8,SMALL CONTRACTOR (1733 SERIES),CSC
MODERN NIAGARA OTTAWA INC,",85 DENZIL DOYLE COURT",K2M2G8,PLUMBING & MECHANICAL CONTRACTORS,CCH
BURCHILL MECHANICAL CONTRACTOR,",244 WESTBROOK ROAD",K0A1L0,PLUMBING & MECHANICAL CONTRACTORS,CCH
MC LAURIN ELECT SERVICES INC,(LEGAL 11/07) 574 HILSON AVE,K1Z6E1,SMALL CONTRACTOR (1733 SERIES),CSC
P P DESLANDES INC,4775 AVE TRUDEAU,J2S7W9,LARGE CONTRACTOR (1737 SERIES),CLC
FIBROCAP INC,219 RUE ST GEORGES,J3G4N4,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
ST BRUNO ELECTRIQUE INC,189 DE LA MONTAGNE,J3N1C1,MEDIUM CONTRACTOR (1735 SERIES),CMC
TECHOME SOLUTION,13745 MARGUERITE D YOUVILLE,J2T4Z9,MEDIUM CONTRACTOR (1735 SERIES),CMC
DOCOM TECHNOLOGIES ENR,1081E RUE PRINCIPALE,J3E1Y1,DATA/VOICE CONTRACTOR,CDVS2
M G ELECTRIQUE 1997 INC,15995 AV SAINT-LUC BUREAU 1,J2T3E1,SMALL CONTRACTOR (1733 SERIES),CSC
E MAROIS INC,67 RUE LEO,J4G1J2,SMALL CONTRACTOR (1733 SERIES),CSC
R VALLIERES ELECTRIQUE,"9042-4151 QUEBEC INC,8095 AV ARLINGTON",J3Y5B9,MEDIUM CONTRACTOR (1735 SERIES),CMC
AQUAFEX INTERNATIONAL,",1709 MONTEE SAINTE-JULIE",J3E1Y2,OTHER INDUSTRIAL PLANTS (3200 & 3300),IIP
MAISONS USINEES 2001 INC,480 RUE BOURGEOIS RR 102,J0L1N0,MEDIUM CONTRACTOR (1735 SERIES),CMC
TECHNOLOGIES RS 2005 INC,",399 RUE JEAN-PERRIN",J3E2C8,CERTIFIED DATA/VOICE CONTRACTOR 17310009,CDVS1
AXE CONSTRUCTION INC,423 RUE HEBERT,J3E0A6,SMALL CONTRACTOR (1733 SERIES),CSC
PLASTIQUES NOVAPROFIL INC *,200 RUE DE MURANO,J3E1Y2,SAWMILLS (2400 SERIES),ISM
LE GROUPE M OUELLET INC,",1285 RUE GAY LUSSAC",J4B7K1,MEDIUM CONTRACTOR (1735 SERIES),CMC
M G A ELECT INC,303 BOUL INDUSTRIEL RR1,J6J4Z2,MEDIUM CONTRACTOR (1735 SERIES),CMC
FRANK J MOTTER CONSTRUCTION,2109 DE LA PROVINCE,J4G1S6,LARGE CONTRACTOR (1737 SERIES),CLC
MATERIAUX COUPAL INC,",870 BOUL D'IBERVILLE",J2X4A6,RETAIL/DIY (5200-5999 SERIES),RRD
DANEAU ELECTRIQUE INC,",3102B RUE BERNARD-PILON",J3G4S5,MEDIUM CONTRACTOR (1735 SERIES),CMC
FRANCOIS LAURIN,17 WEBSTER,J4P1W9,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES IMMEUBLES BRENKA INC,178 ST ANDRE,J0J1Z0,BUSINESS AND MAINTENANCE (7300 SERIES),MMB
INST ELECTRIQUE RELAIS INC @,PRO GARAGE PROULX D 853 ST PIERRE,J0L2M0,SMALL CONTRACTOR (1733 SERIES),CSC
AMJ ELECTRIQUE,9146-6920 QUEBEC INC 122 BOISBRIAND,J5A2M4,MEDIUM CONTRACTOR (1735 SERIES),CMC
MGA ELECTRIQUE INC @,"PR ADM D1053B C,303 BOUL INDUSTRIEL RR 1",J6J4Z2,MEDIUM CONTRACTOR (1735 SERIES),CMC
SALADEXPRESS INC,225 ST ANDRE,J0L2L0,FARM AND FOOD PRODUCTION (2011-3999),IFF
BOUTIN EXPRESS INC,",1397 RUE SAVOIE",G6L2Y8,TRANSP AND DISTRIBUTION 4011-4619 SERIES,ITD
RIAL ELECTRIQUE INC @,"PRO HYDRO QUEBEC D,2205 RUE LAPRADE",J3R2C1,LARGE CONTRACTOR (1737 SERIES),CLC
LES ENT ELECT Y OUELLET INC @,"PRO 31 LOGEMENTS P,211 RUE INDUSTRIELLE",J5B1W3,SMALL CONTRACTOR (1733 SERIES),CSC
LAMBERT SOMEC INC @,"PRO SANDOZ D,1340 RUE VOLTA",J4B6G6,LARGE CONTRACTOR (1737 SERIES),CLC
MARIO CAMPEAU ELECTRIQUE,",324 RUE CARRIERE",J6K5A5,SMALL CONTRACTOR (1733 SERIES),CSC
ENTREPRISE D.B ELECTRIQUE INC,1104 13E AV,H1B3W6,SMALL CONTRACTOR (1733 SERIES),CSC
LES ENT ELECT POTVIN & @,"PATENAUDE INC PR: MC GILL D,113 RUE HEMOND",J4G1K2,MEDIUM CONTRACTOR (1735 SERIES),CMC
RATTE ELECTRIQUE INC @,"PRO J M LANGLOIS C-07466 D,140-268 BOUL PIERRE-BOUCHER",J6J4Z2,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT ELECT POTVIN & PATENAUDE @,"PR: STRATHCONA D,113 RUE HEMON",J4G1K2,MEDIUM CONTRACTOR (1735 SERIES),CMC
DAG ELECTRIQUE INC @,"PR:5612-5610-5614 ST LAURENT D,25 RUE ALLARD",J5X2Z2,SMALL CONTRACTOR (1733 SERIES),CSC
COURS L'ECUYER & FILS LTEE *,700 RUE NOTRE-DAME,J0L2L0,OTHER INDUSTRIAL PLANTS (3200 & 3300),IIP
POULIN ELECTRIQUE INC @,"PR QUAI ST-ANDRE D,910 CH SAINT-JOSE",J5R6A9,SMALL CONTRACTOR (1733 SERIES),CSC
ENT D'EL J MERCIER & FILS INC@,PR STATION DE BATEAUX D 415 RUE DU PARC-INDUSTRIEL,J4H3V7,MEDIUM CONTRACTOR (1735 SERIES),CMC
DUFAULT ELECTRIQUE INC,",671 RUE DES ATELIERS",J4B8H3,MEDIUM CONTRACTOR (1735 SERIES),CMC
DAG ELECTRIQUE INC @,"PR BUREAU DES PASSEPORTS (D),25 RUE ALLARD",J5X2Z2,SMALL CONTRACTOR (1733 SERIES),CSC
