Account Name,Billing Address Line 1,Billing Zip/Postal Code,SIC Industry,SIC Code: SIC Code
LA CIE ELECT BRITTON LTEE,8555 CH DEVONSHIRE,H4P2L3,LARGE CONTRACTOR (1737 SERIES),CLC
MARCHAND ENT ELECTRICIEN LTEE,1480 RUE BARRE,H4L4M6,LARGE CONTRACTOR (1737 SERIES),CLC
SYSTEMES URBAINS INC,"*,8345 RUE PASCAL-GAGNON",H1P1Y5,LARGE CONTRACTOR (1737 SERIES),CLC
SEGA QC ELECTRIQUE INC,1359-D VOLTA,J4B7H5,SMALL CONTRACTOR (1733 SERIES),CSC
DEVELOPPEMENT OLYMBEC INC,5E ETAGE 333 BOUL DECARIE,H4N3M9,BUSINESS AND MAINTENANCE (7300 SERIES),MMB
OLYMBEC DEVELOPMENT INC,333 BOUL DECARIE,H4N3M9,DATA/VOICE CONTRACTOR,CDVS2
ASSOCIATION IMMOB F T Q INC,565 BOUL CREMAZIE EST,H2M2V6,BUSINESS AND MAINTENANCE (7300 SERIES),MMB
LES CONTROLES D'AVANT-GARD SCC,CONTROLES R L ENR 894 RUE BERLIER,H7L4K5,PANEL BUILDERS (3400 SERIES),IPP
IMPRIMERIES TRANSCONTINENTAL,* 1485 RUE DE COULOMB,J4B7L8,PULPMILLS (2600 SERIES),IPM
ELECT MICHEL LANGLOIS INC,597A BOUL LIONEL-BOULET,J3X1P7,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES ENTREPRISES M R TECH INC,574 RUE ELLEN,J6S0B1,MEDIUM CONTRACTOR (1735 SERIES),CMC
SGM AUTOMATION INC,* 555 BOUL DES ERABLES,J6T6G3,SYSTEM INTEGRATORS,CSI
INTER PROVINCIAL ELECT LTD,105-5250 RUE FERRIER,H4P1L4,LARGE CONTRACTOR (1737 SERIES),CLC
H PASHA ELECTRIQUE INC,6710 RUE SAINT-JACQUES BUR 107,H4B1V8,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT ELECTRICIENS SIMPKIN LTÉE,5800 RUE SAINT-JACQUES,H4A2E9,LARGE CONTRACTOR (1737 SERIES),CLC
ENVIRONNEMENT ROUTIER NRJ INC,23 AVENUE MILTON,H8R1K6,SMALL CONTRACTOR (1733 SERIES),CSC
LES ENT D'ELECT REAL NOLET INC,* 2315 RUE DES ROSEAUX,J3M0B7,SMALL CONTRACTOR (1733 SERIES),CSC
FLORENT GUAY ELECTRIQUE INC,54 RTE 202,J0J1J0,SMALL CONTRACTOR (1733 SERIES),CSC
RICHARD NOLET ELECTRICIEN INC,1012 RUE GLADU,J3M1A6,SMALL CONTRACTOR (1733 SERIES),CSC
CHABOT & FILS INC,210 RUE OUELLETTE,J3M1A5,SMALL CONTRACTOR (1733 SERIES),CSC
J L PRIEST INC,525 AV CHAMPLAIN LB 1,J0L1H0,SMALL CONTRACTOR (1733 SERIES),CSC
R ROBITAILLE ET FILS INC,* 486 RANG VERSAILLES RR 1,J0J1K0,BUSINESS AND MAINTENANCE (7300 SERIES),MMB
MOTEUR ELECT GUERTIN INC,2674 RANG GRANDE LIGNE RR 1,J0J1S0,BUSINESS AND MAINTENANCE (7300 SERIES),MMB
THOMAS & BETTS LTEE,700 AV THOMAS,J2X2M9,.,RWS
AD TECH ELECTRIQUE INC,102 RUE INDUSTRIELLE,J0J1S0,SMALL CONTRACTOR (1733 SERIES),CSC
BRUNO LANDRY ELECTRIQUE INC,91 ST-JOSEPH,J0S1V0,SMALL CONTRACTOR (1733 SERIES),CSC
NEOLECT INC,* 1830 BOUL FORTIN,H7S1N8,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST ELECT LH LTEE,290 BOUL LEVESQUE E,H7G1C7,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST ELECT PICHETTE INC,A/S AGLAE PICHETTE 3080 RUE PEUGEOT,H7L5C5,LARGE CONTRACTOR (1737 SERIES),CLC
LAURIN LAURIN 1991 INC,12000 RUE ARTHUR-SICARD,J7J0E9,LARGE CONTRACTOR (1737 SERIES),CLC
ENT ELECTRIQUES GRUFIL INC,840 BOUL CURE BOIVIN,J7G2A7,MEDIUM CONTRACTOR (1735 SERIES),CMC
ONDEL INC,DIV LAVAL * 3980 BOUL LEMAN,H7E1A1,LARGE CONTRACTOR (1737 SERIES),CLC
LU ARD ELECTRIQUE INC,3175120 CANADA INC 1887 CH SAINT CHARLES,J6W5W5,LARGE CONTRACTOR (1737 SERIES),CLC
BRUNEAU ELECTRIQUE INC,527 BOUL DOLLARD,J6E4M5,LARGE CONTRACTOR (1737 SERIES),CLC
COTE ELECTRIQUE (1994) INC,320-1 BOUL INDUSTRIEL,J7R5R4,MEDIUM CONTRACTOR (1735 SERIES),CMC
GILLES & FILS ELECT INC,PR CASERNE 71 * 5500 CH DU BOIS FRANC,H4S1A9,SMALL CONTRACTOR (1733 SERIES),CSC
LANDREVILLE ELECTRIQUE INC,8500 9E AV,H1Z2Z5,LARGE CONTRACTOR (1737 SERIES),CLC
LOOMEX ELECT LTEE,10600 AV L'ARCHEVEQUE,H1H3A2,LARGE CONTRACTOR (1737 SERIES),CLC
LES ENT D'ELEC E G LTEE,1753 RUE GRENET,H4L2R6,LARGE CONTRACTOR (1737 SERIES),CLC
LES ENT LAURENTIEN ELECT INC,890 BOUL CREMAZIE O,H3N1A4,LARGE CONTRACTOR (1737 SERIES),CLC
ST-MARTIN ELECTRIQUE,1429 BOUL CURE-LABELLE,H7V2V9,LARGE CONTRACTOR (1737 SERIES),CLC
SYS-TECK ELECTRIQUE INC,75 RUE DE BORDEAUX,J6W0C4,MEDIUM CONTRACTOR (1735 SERIES),CMC
RUETGERS POLYMERES LTEE,125 BOUL IBERIA,J5R3L6,PETRO CHEMICALS (2800 SERIES),IPC
CONRAD LAVOIE (1983) INC,117 RUE ANGERS,J3P5G9,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
RIO TINTO FER ET TITANE,1625 RTE MARIE-VICTORIN,J3R1M6,MINING AND SMELTING (1001-1499 SERIES),IMS
RIO TINTO ALCAN INC,COMPTES A PAYER 1188 RUE SHERBROOKE O,H3A3G2,MINING AND SMELTING (1001-1499 SERIES),IMS
ERIVAN GECOM INC,839 CH DU FER-A-CHEVAL,J3E1Y2,DATA/VOICE CONTRACTOR,CDVS2
SITE INTEGRATION PLUS INC,1356 NEWTON,J4B5H2,DATA/VOICE CONTRACTOR,CDVS2
ENT ELECT JEAN GUY LAVOIE INC,80 BOUL DES ECLUSES,J5C1N8,SMALL CONTRACTOR (1733 SERIES),CSC
INTEGRA SOLUTION INC,8930 RUE OMER,J4Y3G5,DATA/VOICE CONTRACTOR,CDVS2
DGR ELECTRIQUE LTEE,5185 CH BELLERIVE,J3L3P9,SMALL CONTRACTOR (1733 SERIES),CSC
LE GROUPE DR ELECTRIQUE INC,1420 BOUL LIONEL-BOULET RR 78,J3X1P7,MEDIUM CONTRACTOR (1735 SERIES),CMC
GROUPE NIC LEBLANC,9061-3381 QUEBEC INC 1255 BOUL TASCHEREAU,J4K2X7,RETAIL/DIY (5200-5999 SERIES),RRD
CONSTRUCTION BELFOR INC,103-9500 PLACE JADE,J4Y3C1,MEDIUM CONTRACTOR (1735 SERIES),CMC
INDUSTRIES CABLEK INC,180 BOUL BRUNSWICK,H9R5P9,.,RWS
S T M,"ATT COMPTES A PAYER,CP 2000 SUCC PL BONAVENTURE",H5A1J6,UTILITIES (4811 & 491 SERIES),MUT
UQAM,SITEL SERVICE RESEAUX CP 8888 SUCC CENTRE VILLE,H3C3P8,SCHOOLS/UNIVERSITIES/CHURCHES 8200-8922,MSU
TECHNOLOGIES MULTI CONNEX INC,2271 RUE MARC,H7K1P2,DATA/VOICE CONTRACTOR,CDVS2
HYDRO QUEBEC,CONTRACT#4600019822 CP 1300 SUCC YOUVILLE,H2P2Z8,UTILITIES (4811 & 491 SERIES),MUT
RESEAU LAM INC,5745 RUE SARDOU,H7H1L6,SMALL CONTRACTOR (1733 SERIES),CSC
HYDRO QUEBEC,A/S CRISTOBAL ROMEO 12-8200 AV DE L'ESPLANADE,H2P2R3,PROVINCIAL GOVERNMENT & AGENCIES,MPGA
OVH SERVEURS,50 RUE DE L'ALUMINERIE,J6N0C2,DATA/VOICE CONTRACTOR,CDVS2
IWEB TECHNOLOGIES INC,20 PLACE DU COMMERCE,H3E1Z6,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
HYDRO QUEBEC (FIBRE),CONTRACT # 4600026031 CP 1300 SUCC YOUVILLE,H2P2Z8,UTILITIES (4811 & 491 SERIES),MUT
SOCIETE DU PALAIS DES CONGRES,MAGASIN CENTRAL 163 RUE SAINT-ANTOINE O,H2Z1X8,TOURISM AND ENTERTAINMENT (7800),MET
OLYMBEC INVESTMENTS LTD,5E ETAGE 333 BOUL DECARIE,H4N3M9,BUSINESS AND MAINTENANCE (7300 SERIES),MMB
COLLEGE BOURGET,65 RUE SAINT-PIERRE,J0P1P0,SCHOOLS/UNIVERSITIES/CHURCHES 8200-8922,MSU
REEL COH INC,801 BOUL CURE-BOIVIN,J7G2J2,OTHER INDUSTRIAL PLANTS (3200 & 3300),IIP
GRID SOLUTIONS CANADA ULC,COMPTES PAYABLES * 100-1400 RUE INDUSTRIELLE,J5R2E5,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
VERIFICATION & ENTRETIEN DE,SIGNALISATION X RAIL INC 252 BOUL INDUSTRIEL,J6J4Z2,TRANSP AND DISTRIBUTION 4011-4619 SERIES,ITD
ANDRITZ HYDRO CANADA INC,7920 RUE SAMUEL-HATT,J3L6W4,ELECTRICAL ENGINEERS,IEE
ANDRITZ HYDRO LTEE,"BUILDING 8-23A CP 122 *,2555 AV DOLLARD",H8N3A9,OTHER INDUSTRIAL PLANTS (3200 & 3300),IIP
ENT DE CONST DAWCO INC,* 11127 AV L.-J.-FORGET,H1J2Z8,INDUSTRIAL CONTRACTORS -GAS & OIL (1738),CCG
GERALD PAQUETTE ENT ELEC INC,* 17897 RUE LEBEAU,J7J1H5,LARGE CONTRACTOR (1737 SERIES),CLC
GILLES LEDUC ENT ELECT INC,660 BOUL MONSEIGNEUR-DUBOIS,J7Y3L8,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES ENT P A ELECTRIQUE INC,700-16 RUE J.-F.-KENNEDY,J7Y4B6,SMALL CONTRACTOR (1733 SERIES),CSC
BARRETTE J G ELECTRIC LTD,2-1125 TUPPER ST,K6A3T5,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES ENT D'ELECT R PREVOST LTEE,325 RUE PRINCIPALE,J8H2Z7,MEDIUM CONTRACTOR (1735 SERIES),CMC
VILLE DE ST JEROME,GARAGE MUNICIPALE * 495 RUE FILION,J7Z1J1,MUNICIPAL GOVERNMENT & AGENCIES,MMGA
VILLE DE MIRABEL,14111 RUE SAINT-JEAN,J7J1Y3,MUNICIPAL GOVERNMENT & AGENCIES,MMGA
FRANCOIS FISCHER ENT ELECT INC,1155 CH RIVIERE-DU-NORD,J7Y5H1,MEDIUM CONTRACTOR (1735 SERIES),CMC
REKO LTEE,12500 RUE DE L'AVENIR,J7J2K3,LARGE CONTRACTOR (1737 SERIES),CLC
ACE ELECTRIC,235 KITCHENER ST,K6A2P1,MEDIUM CONTRACTOR (1735 SERIES),CMC
DENELEC INC,25 154 E AVENUE,J8A0B1,RESIDENTIAL CONTRACTOR,CRC
VACHON ELECTRIQUE INC,1012 CH DES HAUTEURS,J8A1Y4,RESIDENTIAL CONTRACTOR,CRC
OZEN ELECTRIQUE,9277 9933 QUEBEC INC 775 20E AVENUE,J7Z6Y8,RESIDENTIAL CONTRACTOR,CRC
LANAUCO LTEE,43 RUE LANDRY,J0K1T0,MEDIUM CONTRACTOR (1735 SERIES),CMC
PHILIPPE ALBERT ELECTRIQUE INC,409 RUE MARC-ANDRE,J5K0J9,RESIDENTIAL CONTRACTOR,CRC
FTJ ELECTRIQUE INC,184 RUE DU CHATELET,J5K1E6,SMALL CONTRACTOR (1733 SERIES),CSC
THERMOGRAPHIE TRANS CANADA LTE,9001 BOUL PARKWAY,H1J1N4,PULPMILLS (2600 SERIES),IPM
LA VERRERIE WALKER LTEE,9551 BOUL RAY-LAWSON,H1J1L5,OTHER INDUSTRIAL PLANTS (3200 & 3300),IIP
HYDRO QUEBEC LAURENTIDES,GUICHET # 1630-ST JEROME 200 JF KENNEDY,J7Y4B7,UTILITIES (4811 & 491 SERIES),MUT
PAUL BOUCHARD ELECTRIQUE INC,PR ECLAIRAGE DE RUE * RTE D ACCES PARC SEGUIN,J6J2P8,SMALL CONTRACTOR (1733 SERIES),CSC
HYDRO QUEBEC,115 BOUL COMEAU,G4Z3A9,UTILITIES (4811 & 491 SERIES),MUT
LAFONTAINE ENTR ELECT INC,PR COLEGE VALLEYFIELD * 57 RUE ST-THOMAS,J6T4J4,LARGE CONTRACTOR (1737 SERIES),CLC
HYDRO QUEBEC,SITE PIERRE DE COUBERTIN 5600 RUE PIERRE DE COUBERTIN,H1N1P9,UTILITIES (4811 & 491 SERIES),MUT
MONTREAL AUTO PRIX INC,4900 BOUL METROPOLITAIN,H1S3A4,RETAIL/DIY (5200-5999 SERIES),RRD
SGM ELECTRIQUE INC,8135 BOUL LASALLE,H8P3T7,SMALL CONTRACTOR (1733 SERIES),CSC
HYDRO QUEBEC CENTRE SUD,GUICHET 390-CHATEAUGUAY 221 BOUL INDUSTRIEL,J6J4Z2,UTILITIES (4811 & 491 SERIES),MUT
HYDRO QUEBEC CENTRE SUD,GUICHET 330-SAINT BRUNO 705 CLAIREVUE,J3V6B6,UTILITIES (4811 & 491 SERIES),MUT
HYDRO QUEBEC CENTRE SUD,GUICHET 1120-C.E.R.V. 1800 BOUL LIONEL BOULET,J3X1S1,UTILITIES (4811 & 491 SERIES),MUT
HYDRO QUEBEC CENTRE SUD,GUICHET 210-ST HYACINTHE ENT 7300 BOUL CHOQUETTE,J2S7L1,UTILITIES (4811 & 491 SERIES),MUT
HYDRO QUEBEC ILE DE MONTREAL,GUICHET 170-PIERRE DE COUBER 5600 PIERRE DE COUBERTIN,H1N1P9,UTILITIES (4811 & 491 SERIES),MUT
DEVELOPPEMENT METRO MTL CORP,200-5633 MONKLAND,H4A1E2,MEDIUM CONTRACTOR (1735 SERIES),CMC
SOCIETE DU PARC JEAN DRAPEAU,* 226 CH CHENAL LEMOYNE,H3C6J6,TOURISM AND ENTERTAINMENT (7800),MET
ELECTRICITE MARTIN BOND INC,1568 AV DE ROCHECHOUART,J7Z0C2,SMALL CONTRACTOR (1733 SERIES),CSC
HYDRO QUEBEC,4875 BOUL COUTURE,H1R1C5,UTILITIES (4811 & 491 SERIES),MUT
LES ENT DUO ELECT INC,106-40 RUE EMILIEN-MARCOUX,J7C0B5,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
ELCO ENTREPRENEURS ELECT INC,9 RUE DE PIEMONT,H7M1B5,MEDIUM CONTRACTOR (1735 SERIES),CMC
LUDEC ELECTRIQUE INC,228 RUE DE LA LANDE,J7A4J1,MEDIUM CONTRACTOR (1735 SERIES),CMC
CONCEPTION ELECT 2000 INC,568 PLACE FORAND,H7P5L9,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT D'ELECT RHEAL GIROUX INC,1260 AVE LAPLACE,H7C2M4,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES INST ELECTRIQUE CAM INC,12040 RUE ARTHUR SICARD,J7J0E9,MEDIUM CONTRACTOR (1735 SERIES),CMC
DUPONT LAMBERT ELECTRIQUE INC,25 BOUL SAINT-ELZEAR O,H7M1E3,SMALL CONTRACTOR (1733 SERIES),CSC
J MARTIN ELECTRIQUE INC,2004 CHEMIN NICE,H7S1G6,MEDIUM CONTRACTOR (1735 SERIES),CMC
CLAUDE GOHIER INC,71 RUE PRINCIPALE,H7X3V4,SMALL CONTRACTOR (1733 SERIES),CSC
SERV CORRECTIONNEL DU CANADA,FINANCE REGIONAL 250 MONTEE SAINT FRANCOIS,H7C1S5,HOSPITALS & HEALTH CARE (8062-8069),MHC
CAC ENTREPRENEUR ELECTRICIEN,3158 BOUL LE CORBUSIER,H7L4S8,MEDIUM CONTRACTOR (1735 SERIES),CMC
C ELECTRIQUE INC,545 BOUL DU CURE-BOIVIN,J7G2A8,MEDIUM CONTRACTOR (1735 SERIES),CMC
INST ELECT LIMA INC,",1265 RUE DU CAP-ETERNITE",H7E3J9,MEDIUM CONTRACTOR (1735 SERIES),CMC
MOFAX ELECTRIQUE LTEE,850 RUE MARSHALL,H7S1K1,MEDIUM CONTRACTOR (1735 SERIES),CMC
NEOLECT INC,104 BOUL MONTCALM NORD,J5R3L8,LARGE CONTRACTOR (1737 SERIES),CLC
TRANSELEC/COMMON INC,2075 BOUL FORTIN,H7S1P4,LARGE CONTRACTOR (1737 SERIES),CLC
EUGENE TREMBLAY ELECT LTEE,3875 RUE TELESPHORE,J6Y1C9,MEDIUM CONTRACTOR (1735 SERIES),CMC
DUBE & DUBE ELECTRIQUE INC,",1976 BOUL DES LAURENTIDES",H7M2R4,MEDIUM CONTRACTOR (1735 SERIES),CMC
ETABLISSEMENT ARCHAMBAULT,SERV CORR A/S FINANCE REGIONAL 242 MONTEE GAGNON RR 1,J0N1H0,.,MCAF
BORDEAUX ELECTRIQUE INC,",315 BOUL MARC-AURELE-FORTIN",H7L2A3,SMALL CONTRACTOR (1733 SERIES),CSC
CENTRE FORMATION LE CHANTIER,COMM SCOLAIRE DE LAVAL 2875 BOUL INDUSTRIEL,H7L3V8,SCHOOLS/UNIVERSITIES/CHURCHES 8200-8922,MSU
LES ENTR D'ELECT OMEGA INC,3751 BOUL LITE,H7E4X8,LARGE CONTRACTOR (1737 SERIES),CLC
ELECTRIPIECE INC,1700-3993 BOUL SAINT-MARTIN O,H7T1B7,MEDIUM CONTRACTOR (1735 SERIES),CMC
GILLES & FILS ELECT INC,774 RUE PRINCIPALE,H7X1E6,SMALL CONTRACTOR (1733 SERIES),CSC
J C M ELECTRIQUE INC,62 RUE SAINT-CHARLES,J7E2A6,SMALL CONTRACTOR (1733 SERIES),CSC
AUTOMATION ELECT RIVE NORD INC,6595 RUE PAGEAU,H7H2T5,MEDIUM CONTRACTOR (1735 SERIES),CMC
ALTEL INC,3150 BOUL LE CORBUSIER,H7L4S8,DATA/VOICE CONTRACTOR,CDVS2
LA CIE ELEC ROGALEX (1996) INC,138 RUE POINTE LANGLOIS,H7L3M5,MEDIUM CONTRACTOR (1735 SERIES),CMC
CONSTRUCTION CORCAN,SERVICE CORRECTIONNEL * 246 MONTEE GAGNON,J0N1H0,BUSINESS AND MAINTENANCE (7300 SERIES),MMB
COMM SCOL SIR WILFRID LAURIER,235 MONTEE LESAGE,J7A4Y6,SCHOOLS/UNIVERSITIES/CHURCHES 8200-8922,MSU
CELLTRONIK MICROWAVE,",2029 BOUL INDUSTRIEL",H7S1P7,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
PRONITEC CONTROLE INC,1215 RUE LAMBERT,H7A2G5,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
TOMY ELECT 9104-9940 QC INC,8255 BOUL LEVESQUE EST,H7A1V5,MEDIUM CONTRACTOR (1735 SERIES),CMC
CPIO ELECTRIQUE INC,1 RUE BOISEE,H7H2B2,SMALL CONTRACTOR (1733 SERIES),CSC
C E M I ELECTRIQUE INC,3142 FRANCIS-HUGHES,H7L5A7,MEDIUM CONTRACTOR (1735 SERIES),CMC
G V ELECTRIQUE,9121-3769 QUEBEC INC 2059 RUE DE BUCAREST,H7M4P7,MEDIUM CONTRACTOR (1735 SERIES),CMC
ELECTRICITE J C G INC,1098 PLACE VERNER,H7E4P2,MEDIUM CONTRACTOR (1735 SERIES),CMC
ABELLA ELECTRIQUE,9083-9770 QUEBEC INC * 2028 ST-ELZEAR O,H7L4A8,SMALL CONTRACTOR (1733 SERIES),CSC
ENT ELECT CHRISTIAN TREMBLAY,2644 RUE DU GERFAUT,H7L4H9,SMALL CONTRACTOR (1733 SERIES),CSC
CENTRE DE FORMATION COMP 2000,"C S DE LAVAL R GAMELIN,777 AV BOIS DE BOULOGNE",H7N4G1,SCHOOLS/UNIVERSITIES/CHURCHES 8200-8922,MSU
HORTHEC ELECTRIQUE INC,78 DES MENUISIERS,J0N1H0,SMALL CONTRACTOR (1733 SERIES),CSC
D F ELECTRIQUE INC,14 RUE JAURAN,J7C0A6,MEDIUM CONTRACTOR (1735 SERIES),CMC
INST LORIMAX ELECTRIQUE INC,3212 FRANCIS-HUGHES,H7L5A7,SMALL CONTRACTOR (1733 SERIES),CSC
SERV PLANIFIE TECHNO-CHOC INC,6-1380 GRANDE-ALLEE,J6W4M3,SMALL CONTRACTOR (1733 SERIES),CSC
ELECT PIERRE MARCHAND INC @,"PR LAC AUX CASTORS C,2700 RUE MICHELIN",H7L5Y1,LARGE CONTRACTOR (1737 SERIES),CLC
TOMY ELECT 9104 9940 QC INC @,PRO GESTIONS DES RECOLETS D 360 RUE LOUISE,H7A2L4,MEDIUM CONTRACTOR (1735 SERIES),CMC
A&Y PRONOVOST ENT ELECT LTEE @,"PRO MARCAN D,1418 RUE MICHELIN",H7L4R3,LARGE CONTRACTOR (1737 SERIES),CLC
DUPONT LAMBERT ELECT INC @,PRO GARIER D 1157 DE LA CROIX,J7G3E2,SMALL CONTRACTOR (1733 SERIES),CSC
ALTECH ELECTRIQUE @,"PR 3809285 CANADA INC,435 MARIE JUSTINE",J0N1H0,SMALL CONTRACTOR (1733 SERIES),CSC
ELECT PIERRE MARCHAND INC @,"PRO ENTREPOT HART D,2700 RUE MICHELIN",H7L5Y1,LARGE CONTRACTOR (1737 SERIES),CLC
INGENIA TECHNOLOGIES INC,18101 RUE J.A.BOMBARDIER,J7J2H8,SAWMILLS (2400 SERIES),ISM
PRO FUSION ELECTRIQUE INC,1001 RUE DE VICHY,H7K0A9,SMALL CONTRACTOR (1733 SERIES),CSC
A&Y PRONOVOST ENT ELECT LTEE @,"PRO UNI SELECT D,1418 RUE MICHELIN",H7L4R3,LARGE CONTRACTOR (1737 SERIES),CLC
REPAKE ELECTRIQUE,9201-8951 QUEBEC INC 3401 RUE ISABELLE,H7P5C1,MEDIUM CONTRACTOR (1735 SERIES),CMC
T S ELECTRIQUE INC,A/S GEORGES ARAB 1013 AV MARC-AURELE-FORTIN,H7L6J1,SMALL CONTRACTOR (1733 SERIES),CSC
MORAIS ELECTRIQUE INC,9010-2831 QUEBEC INC 1491 RUE MICHELIN,H7L4S2,MEDIUM CONTRACTOR (1735 SERIES),CMC
A&Y PRONOVOST ENT ELECT LTEE @,"PRO HYDRO QC AY1650 C,1418 RUE MICHELIN",H7L4R3,LARGE CONTRACTOR (1737 SERIES),CLC
MESM ELECTRIQUE INC @,"PRO JP CHOUINARD D,3120 COTE DE TERREBONNE",J6Y1J2,MEDIUM CONTRACTOR (1735 SERIES),CMC
MILANCO GROUPE INC,100-490 BOUL CURE-LABELLE,H7V2T1,SMALL CONTRACTOR (1733 SERIES),CSC
ONDEL INC @,"PRO BEAULIEU SAUCIER D,415 RUE ADANAC",G1C6B9,LARGE CONTRACTOR (1737 SERIES),CLC
FUTURE TECH ELECT INC,231 RUE FOREST,J6J1P9,SMALL CONTRACTOR (1733 SERIES),CSC
LES ENT BELANGER ELECTRIQUE,9199-1836 QUEBEC INC 895 2E AV,H7R4J1,SMALL CONTRACTOR (1733 SERIES),CSC
CONCEPTION ELECT 2000 INC *@,"PR GATX RAIL D,9300 BOUL MAURICE-DUPLESSIS",H1E1M7,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES ENTREPRISES EL-PINE INC,302-3410 RUE PEEL,H3A1W8,SMALL CONTRACTOR (1733 SERIES),CSC
CAC ENT ELECTRICIEN INC *@,"PR STM 1727 H-BEAUGRAND C,7800 RUE CHENIER",H1K4E7,MEDIUM CONTRACTOR (1735 SERIES),CMC
M E S M ELECTRIQUE INC,3120 COTE DE TERREBONNE,J6Y1J2,MEDIUM CONTRACTOR (1735 SERIES),CMC
A&Y PRONOVOST ENT ELECT LTE *@,"PR HEMA QUEBEC AY-1713,4300 RUE GARAND",H4R2A3,LARGE CONTRACTOR (1737 SERIES),CLC
CONCEPTION ELECT 2000 INC *@,"PR CITÉ NISSAN MONTREAL D,3500 RUE JEAN-TALON O",H3R2E8,MEDIUM CONTRACTOR (1735 SERIES),CMC
CONCEPTION ELECT 2000 INC *@,"PR LEFEBVRE & BENOIT D,4500 RUE BERNARD-LEFEBVRE",H7C0A5,MEDIUM CONTRACTOR (1735 SERIES),CMC
A&Y PRONOVOST ENT ELECT LTE *@,"PR HEWLETT PACKARD D,200-2344 RUE ALFRED-NOBEL",H4S0A4,LARGE CONTRACTOR (1737 SERIES),CLC
LES ENT ELECT GILLES NADON INC,936 RUE DES GIROFLEES,H7X3G4,RESIDENTIAL CONTRACTOR,CRC
LES ENT DUO ELECT INC *@,"PR MCGILL LAB DE NUTRITION C,21111 LAKESHORE ST",H9X3V9,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
VILLE DE DEUX-MONTAGNES,625 20E AV,J7R6B2,MUNICIPAL GOVERNMENT & AGENCIES,MMGA
ELECT PIERRE MARCHAND INC *@,"PR CONDOS PIERREFOND D,9245 BOUL THIMENS",H4S2A2,LARGE CONTRACTOR (1737 SERIES),CLC
MPM ELECTRIQUE INC,556 RUE DES DAHLIAS,J7P5R8,RESIDENTIAL CONTRACTOR,CRC
MOFAX ELECTRIQUE LTEE,JOB BUILDING 20 850 RUE MARSHALL,H7S1K1,MEDIUM CONTRACTOR (1735 SERIES),CMC
STEVE ELECTRIQUE REG,132732 CANADA INC 467 RUE LAPRAIRIE,H7W2S1,SMALL CONTRACTOR (1733 SERIES),CSC
D-TECH ELECTRIQUE,9219-6682 QUEBEC INC 795 RUE AUGER,J5M2L3,SMALL CONTRACTOR (1733 SERIES),CSC
LES INST ELECTRIQUES NORCA INC,4450 RUE GARAND,H7L5Z6,MEDIUM CONTRACTOR (1735 SERIES),CMC
BLOK ELECTRIQUE INC,760 RUE NOBEL,J7Z7A3,RESIDENTIAL CONTRACTOR,CRC
ENT ELECTRIQUES GRUFIL INC,"PR LES JARDINS D HIBISCUS *,2950 RUE ONTARIO E",H2K1X3,MEDIUM CONTRACTOR (1735 SERIES),CMC
GILLES & FILS INC,"PR REAM STERILIS BLOC OPERT *,5400 BOUL GOUIN O",H4J1C5,SMALL CONTRACTOR (1733 SERIES),CSC
TECHNOLOGIES ION INC,311 FIELDSTONE,H9G1V9,MEDIUM CONTRACTOR (1735 SERIES),CMC
TOMY ELECT 9104-9940 QC INC @,"PR CT SPORTIF PERE MARQUETE C*,1600 RUE DE DRUCOURT",H2G1N6,MEDIUM CONTRACTOR (1735 SERIES),CMC
ELECT PRIERRE MARCHAND INC *@,"PR PARC JARRY AIRE DETENTE C,285 RUE FAILLON O",H2R2W1,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST ELECT LH LTEE,"PR CASINO DE MTL LOT 2496 *,1 AV DU CASINO",H3C4W7,LARGE CONTRACTOR (1737 SERIES),CLC
ULTRATECK SOLUTIONS ELECT INC,206-740 BOUL INDUSTRIEL,J7C3V4,MEDIUM CONTRACTOR (1735 SERIES),CMC
ELECT PIERRE MARCHAND INC @,"PR CITE CARAVANE D,2700 RUE MICHELIN",H7L5Y1,LARGE CONTRACTOR (1737 SERIES),CLC
LES ENT DUO ELECT INC,"PR JARDINS DE LA SEIGNEURIE *,24 RUE GLOBENSKY",J7Y4N7,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
CONCEPTION ELECT 2000 INC *@,"PR BUREAUX MACBER D,493 CH DE LA GRANDE-COTE",J7P1K3,MEDIUM CONTRACTOR (1735 SERIES),CMC
